ticker,date,sector,total_revenue,net_income,cash_to_assets,debt_to_assets,ocf_to_debt,volatility_6m,robust_lev_vol_interaction,robust_debt_cash_interaction,interest_rate,inflation_yoy,stock_12m_return,spy_12m_return,alpha,risk_label
PPG,2010-02-18,Materials,12239000000.0,426000000.0,0.07422752808988764,0.23497191011235954,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
OMC,2010-02-19,Communication Services,11720700000.0,871400000.0,0.08855680860680665,0.0010769668595534772,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
HSY,2010-02-19,Consumer Staples,5298668000.0,435994000.0,0.06900758116053987,0.4154511893913276,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
BMY,2010-02-19,Health Care,18808000000.0,11862000000.0,0.2477747678018576,0.205140608875129,0.0,,-3.0,-0.7637771366322151,,,0.0,0.0,0.0,0
HUM,2010-02-19,Health Care,30960414000.0,1039675000.0,0.11400633652722077,0.11856902613587854,0.0,,-3.0,-0.3681003410475054,,,0.0,0.0,0.0,0
ABT,2010-02-19,Health Care,30764707000.0,5745838000.0,0.1680638411215465,0.30991565404738114,0.0,,-3.0,1.13187747767972,,,0.0,0.0,0.0,0
DOV,2010-02-19,Industrials,5775689000.0,356438000.0,0.09062781996809856,0.23608079921820796,0.0,,-3.0,-0.3359551569028335,,,0.0,0.0,0.0,0
CAT,2010-02-19,Industrials,29540000000.0,895000000.0,0.08106532529398047,0.0,,,-3.0,-1.134151192615626,,,0.0,0.0,0.0,0
GE,2010-02-19,Industrials,156783000000.0,11241000000.0,0.0924256028896751,0.6027860704153652,0.0,,-3.0,0.86424387296219,,,0.0,0.0,0.0,0
GD,2010-02-19,Industrials,31981000000.0,2394000000.0,0.07281912668532999,0.12433632590018341,0.0,,-3.0,-0.610956901112243,,,0.0,0.0,0.0,0
CSX,2010-02-19,Industrials,9041000000.0,1152000000.0,0.03806036395916556,0.29201805000739756,0.0,,-3.0,1.2168193776685121,,,0.0,0.0,0.0,0
VTR,2010-02-19,Real Estate,936094000.0,269360000.0,0.01912256320726749,0.47542459419060246,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
PCG,2010-02-19,Utilities,13399000000.0,1234000000.0,0.012271510071021074,0.26112469437652813,0.0,,-3.0,0.7071067811865476,,,0.0,0.0,0.0,0
FE,2010-02-19,Utilities,12967000000.0,990000000.0,0.025478078358208957,0.38155900186567165,0.0,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
WBD,2010-02-22,Communication Services,3516000000.0,559000000.0,0.056817145462836297,0.31874145006839943,0.0,,-3.0,0.7071067811865477,,,0.0,0.0,0.0,0
NFLX,2010-02-22,Communication Services,1670269000.0,115860000.0,0.19746547914331194,0.29423274398514715,0.0,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
PEP,2010-02-22,Consumer Staples,43232000000.0,5979000000.0,0.09895101385264003,0.19734992973298535,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
STT,2010-02-22,Financials,8640000000.0,-1881000000.0,0.0,0.055955833006217315,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
LLY,2010-02-22,Health Care,21836000000.0,4328800000.0,0.1625183442640263,0.24260311934423126,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
INTC,2010-02-22,Information Technology,35127000000.0,4369000000.0,0.07509181655523119,0.0418306808550711,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
STLD,2010-02-22,Materials,3958806000.0,-11019000.0,0.0017559892332596214,0.4005113577882645,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
CMCSA,2010-02-23,Communication Services,35756000000.0,3628000000.0,0.005952116948896951,0.25809656444874174,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
OKE,2010-02-23,Energy,11111651000.0,491204000.0,0.002291840233345336,0.33787894509086325,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
HIG,2010-02-23,Financials,24701000000.0,-887000000.0,0.0,0.017860566689523166,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
BAX,2010-02-23,Health Care,12562000000.0,2215000000.0,0.16053935692059468,0.19989627751527025,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
IBM,2010-02-23,Information Technology,95758000000.0,13425000000.0,0.11174808754196401,0.2394012217717525,0.0,,-3.0,0.7071067811865476,,,0.0,0.0,0.0,0
TXN,2010-02-23,Information Technology,10427000000.0,1470000000.0,0.09753279973595182,0.0,,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
NRG,2010-02-23,Utilities,8952000000.0,941000000.0,0.09855419625288733,0.33565745572760713,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
GRMN,2010-02-24,Consumer Discretionary,2946440000.0,703950000.0,0.28531545994457735,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
MO,2010-02-24,Consumer Staples,23556000000.0,3208000000.0,0.0510128963655697,0.3049595114104207,0.0,,-3.0,0.7071067811865475,,,0.0,0.0,0.0,0
KMB,2010-02-24,Consumer Staples,19115000000.0,1994000000.0,0.04154302670623145,0.031755947732833564,0.0,,-3.0,-0.7071067811865475,,,0.0,0.0,0.0,0
SPGI,2010-02-24,Financials,5951782000.0,749761000.0,0.18685409829736305,0.1849832824987452,0.0,,-3.0,0.7071067811865476,,,0.0,0.0,0.0,0
AMP,2010-02-24,Financials,7946000000.0,737000000.0,0.027220630372492838,0.01976725789723487,0.0,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
L,2010-02-24,Financials,14117000000.0,1383000000.0,0.0,0.128054542999865,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
JPM,2010-02-24,Financials,100434000000.0,11728000000.0,,0.1516307420955527,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
DHR,2010-02-24,Health Care,11184938000.0,1151704000.0,0.08787359495228987,0.1474335839701318,0.0,,-3.0,-0.7071067811865475,,,0.0,0.0,0.0,0
LH,2010-02-24,Health Care,4694700000.0,555600000.0,0.030695770804911322,0.2882301872752077,0.0,,-3.0,0.7071067811865475,,,0.0,0.0,0.0,0
RSG,2010-02-24,Industrials,8199100000.0,496500000.0,0.0024564617738724584,0.32853129174065904,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
SHW,2010-02-24,Materials,7094249000.0,435848000.0,0.016034071447816822,0.18625601459808436,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
T,2010-02-25,Communication Services,123018000000.0,12843000000.0,0.014146871465142584,0.26820637613859616,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
F,2010-02-25,Consumer Discretionary,105893000000.0,2962000000.0,0.11003849114703618,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
MDLZ,2010-02-25,Consumer Staples,40386000000.0,3028000000.0,0.03149264022543994,0.27695835956470904,0.0,,-3.0,0.7071067811865478,,,0.0,0.0,0.0,0
CL,2010-02-25,Consumer Staples,15327000000.0,2397000000.0,0.05388898868331238,0.25336806179270704,0.0,,-3.0,-0.7071067811865475,,,0.0,0.0,0.0,0
CVX,2010-02-25,Energy,171636000000.0,10563000000.0,0.05294585745439525,0.06203947248528438,0.0,,-3.0,-0.5576568906551723,,,0.0,0.0,0.0,0
EOG,2010-02-25,Energy,4786959000.0,546627000.0,0.03784776220016627,0.15232908690247468,0.0,,-3.0,-0.42867551130006987,,,0.0,0.0,0.0,0
COP,2010-02-25,Energy,149341000000.0,4936000000.0,0.003552048653891525,0.18778016619917687,0.0,,-3.0,1.7793334152218383,,,0.0,0.0,0.0,0
DVN,2010-02-25,Energy,8015000000.0,-2479000000.0,0.034056457589436095,0.24519975746142963,0.0,,-3.0,-0.2851376037650279,,,0.0,0.0,0.0,0
AIZ,2010-02-25,Financials,8700501000.0,430574000.0,0.05102400777407267,0.0,,,-3.0,-0.6113174903340416,,,0.0,0.0,0.0,0
CB,2010-02-25,Financials,15075000000.0,2549000000.0,0.008579122852013336,0.04049756347781482,0.0,,-3.0,1.1540208108611247,,,0.0,0.0,0.0,0
ALL,2010-02-25,Financials,32013000000.0,854000000.0,0.0,0.0445526641136206,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
SCHW,2010-02-25,Financials,4193000000.0,787000000.0,0.10925216422956079,0.02004480916334133,0.0,,-3.0,-0.5427033205270829,,,0.0,0.0,0.0,0
ZBH,2010-02-25,Health Care,4095400000.0,717400000.0,0.08884464710037891,0.14483334403699186,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
LMT,2010-02-25,Industrials,45189000000.0,3024000000.0,0.0680983167668252,0.14388653128649143,0.0,,-3.0,-0.21078360891195705,,,0.0,0.0,0.0,0
AME,2010-02-25,Industrials,2098355000.0,205770000.0,0.07589450750947618,0.32090903601689696,0.0,,-3.0,1.0885894970186383,,,0.0,0.0,0.0,0
CTSH,2010-02-25,Information Technology,3278663000.0,534963000.0,0.32979354390337423,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
NUE,2010-02-25,Materials,11190296000.0,-237178000.0,0.16043560307173838,0.24514568358142091,0.0,,-3.0,-0.2349203699591151,,,0.0,0.0,0.0,0
IP,2010-02-25,Materials,23366000000.0,681000000.0,0.07405667762642869,0.3535697510568342,0.0,,-3.0,1.096546143837974,,,0.0,0.0,0.0,0
EQR,2010-02-25,Real Estate,1943711000.0,382029000.0,0.01253691013110738,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
BXP,2010-02-25,Real Estate,1522249000.0,274499000.0,0.11733483265408522,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
SPG,2010-02-25,Real Estate,3775216000.0,387262000.0,0.15252340946404666,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
SO,2010-02-25,Utilities,15743000000.0,1708000000.0,0.013257502978134727,0.36064250855012875,0.0,,-3.0,0.7071067811865462,,,0.0,0.0,0.0,0
PEG,2010-02-25,Utilities,12406000000.0,1592000000.0,0.012182387747998607,0.28454577097111033,0.0,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
VZ,2010-02-26,Communication Services,107808000000.0,10358000000.0,0.008840445146556011,0.27395258986759136,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
MCD,2010-02-26,Consumer Discretionary,22744700000.0,4551000000.0,0.059421205694642494,0.34939073412980687,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
PM,2010-02-26,Consumer Staples,62080000000.0,6552000000.0,0.04457050243111831,0.4437948599212781,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
WMB,2010-02-26,Energy,8255000000.0,361000000.0,0.07385284810126583,0.327373417721519,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
BAC,2010-02-26,Financials,119643000000.0,6276000000.0,0.05457610514825042,0.22850952570931754,0.0,,-3.0,-0.058689301873787486,,,0.0,0.0,0.0,0
AFL,2010-02-26,Financials,18254000000.0,,0.027619908211066985,0.0,,,-3.0,-1.0988541951418918,,,0.0,0.0,0.0,0
FISV,2010-02-26,Financials,4077000000.0,476000000.0,0.04332776318930533,0.4036762950584865,0.0,,-3.0,1.2157002433519015,,,0.0,0.0,0.0,0
CME,2010-02-26,Financials,2612800000.0,825800000.0,0.007309752882107094,0.0,,,-3.0,-1.0988541951418918,,,0.0,0.0,0.0,0
GL,2010-02-26,Financials,3222397000.0,404953000.0,0.014473382930933996,0.0642394209748162,0.0,,-3.0,0.0037813455377118865,,,0.0,0.0,0.0,0
C,2010-02-26,Financials,80285000000.0,-1511000000.0,,0.2331613026931359,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
IVZ,2010-02-26,Financials,2627300000.0,209300000.0,0.06984674048544401,0.06835264354330131,0.0,,-3.0,-0.8557404053481208,,,0.0,0.0,0.0,0
MET,2010-02-26,Financials,41058000000.0,-2278000000.0,0.01874974504648498,0.026203658722006105,0.0,,-3.0,-0.7516643697112471,,,0.0,0.0,0.0,0
AON,2010-02-26,Financials,7595000000.0,792000000.0,0.009452042860876383,0.08746406481400819,0.0,,-3.0,1.1999627844708043,,,0.0,0.0,0.0,0
MS,2010-02-26,Financials,23358000000.0,1406000000.0,0.0414680178673739,0.2537415971233839,0.0,,-3.0,0.4212690977873625,,,0.0,0.0,0.0,0
AIG,2010-02-26,Financials,96004000000.0,-12313000000.0,0.0,0.0007232312983358601,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
PRU,2010-02-26,Financials,32688000000.0,3090000000.0,0.027413406413537608,0.0503099730738875,0.0,,-3.0,-0.6429311949491616,,,0.0,0.0,0.0,0
TMO,2010-02-26,Health Care,10109700000.0,850300000.0,0.07232832369942196,0.100878612716763,0.0,,-3.0,-0.632685706388536,,,0.0,0.0,0.0,0
PFE,2010-02-26,Health Care,50009000000.0,8644000000.0,0.009288609009668982,0.22851480871006674,0.0,,-3.0,1.9054019232420047,,,0.0,0.0,0.0,0
SYK,2010-02-26,Health Care,6723100000.0,1107400000.0,0.07261362759472181,0.0019842800921587864,0.0,,-3.0,-0.782235901538148,,,0.0,0.0,0.0,0
CVS,2010-02-26,Health Care,98729000000.0,3696000000.0,0.01761814376794666,0.14715854707094303,0.0,,-3.0,0.12828919450957038,,,0.0,0.0,0.0,0
UPS,2010-02-26,Industrials,45297000000.0,2152000000.0,0.04836433208920114,0.2986230906752815,0.0,,-3.0,1.2977660166179992,,,0.0,0.0,0.0,0
ITW,2010-02-26,Industrials,13877068000.0,947009000.0,0.08200306628833855,0.19453787542631557,0.0,,-3.0,-0.15966276396788875,,,0.0,0.0,0.0,0
TT,2010-02-26,Industrials,13195300000.0,476200000.0,0.043854734630583765,0.20492221499674854,0.0,,-3.0,0.7221354821135011,,,0.0,0.0,0.0,0
EXPD,2010-02-26,Industrials,4092283000.0,240397000.0,0.39846806115361477,0.0,,,-3.0,-1.069021200034989,,,0.0,0.0,0.0,0
VRSN,2010-02-26,Information Technology,1030619000.0,249239000.0,0.5980080513524717,0.0,,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
ROP,2010-02-26,Information Technology,2049668000.0,239481000.0,0.038751901687163914,0.24053269423088655,0.0,,-3.0,0.7071067811865476,,,0.0,0.0,0.0,0
ECL,2010-02-26,Materials,5900600000.0,418700000.0,0.014658726523133303,0.19265470334003865,0.0,,-3.0,-0.7071067811865476,,,0.0,0.0,0.0,0
VMC,2010-02-26,Materials,2690490000.0,30314000.0,0.00260929690200927,0.27571144797520203,0.0,,-3.0,0.7071067811865476,,,0.0,0.0,0.0,0
WY,2010-02-26,Real Estate,5528000000.0,-568000000.0,0.12255737704918032,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
AEE,2010-02-26,Utilities,7090000000.0,624000000.0,0.02614543926019336,0.29983186212694407,0.0,,-3.0,-0.5751927463006438,,,0.0,0.0,0.0,0
D,2010-02-26,Utilities,15131000000.0,1304000000.0,0.0011279785684072002,0.3942285096583165,0.0,,-3.0,2.2003186764218436,,,0.0,0.0,0.0,0
NEE,2010-02-26,Utilities,15643000000.0,,0.004911469726360972,0.3780593503652648,0.0,,-3.0,-0.03732890785326058,,,0.0,0.0,0.0,0
XEL,2010-02-26,Utilities,9644303000.0,680887000.0,0.0042289387168169025,0.3275065845567251,0.0,,-3.0,-0.03347505094764054,,,0.0,0.0,0.0,0
DUK,2010-02-26,Utilities,12731000000.0,1085000000.0,0.02703366058906031,0.2824859747545582,0.0,,-3.0,-0.5835548567258824,,,0.0,0.0,0.0,0
AEP,2010-02-26,Utilities,13489000000.0,1365000000.0,0.01013485563001572,0.32851410606436665,0.0,,-3.0,-0.40320590158248454,,,0.0,0.0,0.0,0
CNP,2010-02-26,Utilities,8281000000.0,372000000.0,0.037424771152581804,0.46396601426187223,0.0,,-3.0,-0.5675612130119317,,,0.0,0.0,0.0,0
EXE,2010-03-01,Energy,7702000000.0,-5805000000.0,0.010262753225914288,0.4110115664906064,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
PGR,2010-03-01,Financials,14563600000.0,1057500000.0,0.0,0.10859231993136917,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
MCO,2010-03-01,Financials,1797200000.0,407100000.0,0.23655967653371937,0.5939699495831877,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
MRK,2010-03-01,Health Care,27428300000.0,13024200000.0,0.08307096905424852,0.15571546716602863,0.0,,-3.0,1.1546981589050411,,,0.0,0.0,0.0,0
AMGN,2010-03-01,Health Care,14642000000.0,4605000000.0,0.07277498801382826,0.0,,,-3.0,-0.5793791942230856,,,0.0,0.0,0.0,0
GILD,2010-03-01,Health Care,7011383000.0,2625592000.0,0.13125228191115815,0.0005760649597532995,0.0,,-3.0,-0.5753189646819553,,,0.0,0.0,0.0,0
CHRW,2010-03-01,Industrials,7577189000.0,360830000.0,0.1838944352126866,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
AKAM,2010-03-01,Information Technology,859773000.0,145913000.0,0.08685227855195904,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
AVB,2010-03-01,Real Estate,851582000.0,154274000.0,0.0141722443063155,0.0,,,-3.0,-0.5,,,0.0,0.0,0.0,0
AMT,2010-03-01,Real Estate,1724114000.0,247127000.0,0.029049999365651287,0.49474277629528135,0.0,,-3.0,1.5,,,0.0,0.0,0.0,0
PSA,2010-03-01,Real Estate,1627702000.0,790456000.0,0.07789278522728489,0.0,,,-3.0,-0.5,,,0.0,0.0,0.0,0
HST,2010-03-01,Real Estate,4158000000.0,-258000000.0,0.13078454798884906,0.0,,,-3.0,-0.5,,,0.0,0.0,0.0,0
EIX,2010-03-01,Utilities,12361000000.0,945000000.0,0.04036772512305762,0.25388476015828587,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
CRM,2010-03-11,Information Technology,1305583000.0,84692000.0,0.41106641286626583,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
ADSK,2010-03-19,Information Technology,1713700000.0,58000000.0,0.3427182085648905,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
HD,2010-03-25,Consumer Discretionary,66176000000.0,2661000000.0,0.034762825060547495,0.2119040046970179,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
TJX,2010-03-30,Consumer Discretionary,20288444000.0,1213572000.0,0.216319932389931,0.10374161120807313,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
WMT,2010-03-30,Consumer Staples,405046000000.0,14848000000.0,0.04631940295010134,0.19773177275549775,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
BBY,2010-04-28,Consumer Discretionary,49694000000.0,1394000000.0,0.09977051688340072,0.09654682548355371,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
MCK,2010-05-04,Health Care,108702000000.0,,0.13235659299726843,0.08134378658341906,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
GEN,2010-05-24,Information Technology,5985000000.0,714000000.0,0.26967592592592593,0.0,,,-3.0,-0.7071067811865475,,,0.0,0.0,0.0,0
FLEX,2010-05-24,Information Technology,24110733000.0,18594000.0,0.18111783715033763,0.2120552476511273,0.0,,-3.0,0.7071067811865475,,,0.0,0.0,0.0,0
EA,2010-05-28,Communication Services,3654000000.0,-677000000.0,0.2739991390443392,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
MCHP,2010-06-02,Information Technology,947729000.0,217005000.0,0.19557582860319842,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
ORCL,2010-07-01,Information Technology,2290000000.0,6230000000.0,0.16099905810516743,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
FDX,2010-07-15,Industrials,34734000000.0,1184000000.0,0.07838727813027066,0.06698257168098948,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
PAYX,2010-07-16,Industrials,2000820000.0,476999000.0,0.054401020684044295,0.0,,,-3.0,-3.0,,,0.0,0.0,0.0,0
DRI,2010-07-23,Consumer Discretionary,7113100000.0,404500000.0,0.047413957388420934,0.29704234478027214,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
MSFT,2010-07-30,Information Technology,16039000000.0,4518000000.0,0.0639276299745683,0.06896751942215461,0.0,,-3.0,-3.0,,,0.0,0.0,0.0,0
